Roll_Number	Programme_Code	splcode	Roll_Number_S	Course_Code	Course code	Courses_Name	Credits	Course_Type	Semester	Specialization	Batch	Programme	SCHOOL
20/MBT/017	101	101I-	20MBT017	BtMSc513	BtMSc513	Biochemistry and Analytical Techniques	4		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/017	101	101I-	20MBT017	BtMSc515	BtMSc515	Microbiology Lab	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/017	101	101I-	20MBT017	BtMSc517	BtMSc517	Plant and Animal Biotechnology Lab	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/017	101	101I-	20MBT017	GP	GP	General Proficiency	0		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/018	101	101I-	20MBT018	BtMSc501	BtMSc501	Biochemistry	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/018	101	101I-	20MBT018	BtMSc503	BtMSc503	Cell and Molecular Biology	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/018	101	101I-	20MBT018	BtMSc505	BtMSc505	Plant and Animal Biotechnology	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/018	101	101I-	20MBT018	BtMSc507	BtMSc507	Microbiology	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/018	101	101I-	20MBT018	BtMSc509	BtMSc509	Genetics	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/018	101	101I-	20MBT018	MA415	MA415	Biostatistics	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/018	101	101I-	20MBT018	BtMSc511	BtMSc511	Basics of Chemistry and Physics	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/018	101	101I-	20MBT018	BtMSc513	BtMSc513	Biochemistry and Analytical Techniques	4		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/018	101	101I-	20MBT018	BtMSc515	BtMSc515	Microbiology Lab	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/018	101	101I-	20MBT018	BtMSc517	BtMSc517	Plant and Animal Biotechnology Lab	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/018	101	101I-	20MBT018	GP	GP	General Proficiency	0		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/019	101	101I-	20MBT019	BtMSc501	BtMSc501	Biochemistry	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/019	101	101I-	20MBT019	BtMSc503	BtMSc503	Cell and Molecular Biology	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/019	101	101I-	20MBT019	BtMSc505	BtMSc505	Plant and Animal Biotechnology	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/019	101	101I-	20MBT019	BtMSc507	BtMSc507	Microbiology	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/019	101	101I-	20MBT019	BtMSc509	BtMSc509	Genetics	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/019	101	101I-	20MBT019	MA415	MA415	Biostatistics	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/019	101	101I-	20MBT019	BtMSc511	BtMSc511	Basics of Chemistry and Physics	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/019	101	101I-	20MBT019	BtMSc513	BtMSc513	Biochemistry and Analytical Techniques	4		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/019	101	101I-	20MBT019	BtMSc515	BtMSc515	Microbiology Lab	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/019	101	101I-	20MBT019	BtMSc517	BtMSc517	Plant and Animal Biotechnology Lab	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/019	101	101I-	20MBT019	GP	GP	General Proficiency	0		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/020	101	101I-	20MBT020	BtMSc501	BtMSc501	Biochemistry	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/020	101	101I-	20MBT020	BtMSc503	BtMSc503	Cell and Molecular Biology	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/020	101	101I-	20MBT020	BtMSc505	BtMSc505	Plant and Animal Biotechnology	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/020	101	101I-	20MBT020	BtMSc507	BtMSc507	Microbiology	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/020	101	101I-	20MBT020	BtMSc509	BtMSc509	Genetics	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/020	101	101I-	20MBT020	MA415	MA415	Biostatistics	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/020	101	101I-	20MBT020	BtMSc511	BtMSc511	Basics of Chemistry and Physics	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/020	101	101I-	20MBT020	BtMSc513	BtMSc513	Biochemistry and Analytical Techniques	4		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/020	101	101I-	20MBT020	BtMSc515	BtMSc515	Microbiology Lab	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/020	101	101I-	20MBT020	BtMSc517	BtMSc517	Plant and Animal Biotechnology Lab	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/020	101	101I-	20MBT020	GP	GP	General Proficiency	0		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/021	101	101I-	20MBT021	BtMSc501	BtMSc501	Biochemistry	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/021	101	101I-	20MBT021	BtMSc503	BtMSc503	Cell and Molecular Biology	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/021	101	101I-	20MBT021	BtMSc505	BtMSc505	Plant and Animal Biotechnology	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/021	101	101I-	20MBT021	BtMSc507	BtMSc507	Microbiology	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/021	101	101I-	20MBT021	BtMSc509	BtMSc509	Genetics	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/021	101	101I-	20MBT021	MA415	MA415	Biostatistics	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/021	101	101I-	20MBT021	BtMSc511	BtMSc511	Basics of Chemistry and Physics	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/021	101	101I-	20MBT021	BtMSc513	BtMSc513	Biochemistry and Analytical Techniques	4		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/021	101	101I-	20MBT021	BtMSc515	BtMSc515	Microbiology Lab	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/021	101	101I-	20MBT021	BtMSc517	BtMSc517	Plant and Animal Biotechnology Lab	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/021	101	101I-	20MBT021	GP	GP	General Proficiency	0		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/022	101	101I-	20MBT022	BtMSc501	BtMSc501	Biochemistry	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/022	101	101I-	20MBT022	BtMSc503	BtMSc503	Cell and Molecular Biology	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/022	101	101I-	20MBT022	BtMSc505	BtMSc505	Plant and Animal Biotechnology	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/022	101	101I-	20MBT022	BtMSc507	BtMSc507	Microbiology	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/022	101	101I-	20MBT022	BtMSc509	BtMSc509	Genetics	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/022	101	101I-	20MBT022	MA415	MA415	Biostatistics	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/022	101	101I-	20MBT022	BtMSc511	BtMSc511	Basics of Chemistry and Physics	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/022	101	101I-	20MBT022	BtMSc513	BtMSc513	Biochemistry and Analytical Techniques	4		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/022	101	101I-	20MBT022	BtMSc515	BtMSc515	Microbiology Lab	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/022	101	101I-	20MBT022	BtMSc517	BtMSc517	Plant and Animal Biotechnology Lab	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/022	101	101I-	20MBT022	GP	GP	General Proficiency	0		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/023	101	101I-	20MBT023	BtMSc501	BtMSc501	Biochemistry	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/023	101	101I-	20MBT023	BtMSc503	BtMSc503	Cell and Molecular Biology	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/023	101	101I-	20MBT023	BtMSc505	BtMSc505	Plant and Animal Biotechnology	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/023	101	101I-	20MBT023	BtMSc507	BtMSc507	Microbiology	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/023	101	101I-	20MBT023	BtMSc509	BtMSc509	Genetics	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/023	101	101I-	20MBT023	MA415	MA415	Biostatistics	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/023	101	101I-	20MBT023	BtMSc511	BtMSc511	Basics of Chemistry and Physics	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/023	101	101I-	20MBT023	BtMSc513	BtMSc513	Biochemistry and Analytical Techniques	4		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/023	101	101I-	20MBT023	BtMSc515	BtMSc515	Microbiology Lab	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/023	101	101I-	20MBT023	BtMSc517	BtMSc517	Plant and Animal Biotechnology Lab	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/023	101	101I-	20MBT023	GP	GP	General Proficiency	0		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/024	101	101I-	20MBT024	BtMSc501	BtMSc501	Biochemistry	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/024	101	101I-	20MBT024	BtMSc503	BtMSc503	Cell and Molecular Biology	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/024	101	101I-	20MBT024	BtMSc505	BtMSc505	Plant and Animal Biotechnology	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/024	101	101I-	20MBT024	BtMSc507	BtMSc507	Microbiology	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/024	101	101I-	20MBT024	BtMSc509	BtMSc509	Genetics	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/024	101	101I-	20MBT024	MA415	MA415	Biostatistics	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/024	101	101I-	20MBT024	BtMSc511	BtMSc511	Basics of Chemistry and Physics	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/024	101	101I-	20MBT024	BtMSc513	BtMSc513	Biochemistry and Analytical Techniques	4		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/024	101	101I-	20MBT024	BtMSc515	BtMSc515	Microbiology Lab	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/024	101	101I-	20MBT024	BtMSc517	BtMSc517	Plant and Animal Biotechnology Lab	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/024	101	101I-	20MBT024	GP	GP	General Proficiency	0		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/025	101	101I-	20MBT025	BtMSc501	BtMSc501	Biochemistry	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/025	101	101I-	20MBT025	BtMSc503	BtMSc503	Cell and Molecular Biology	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/025	101	101I-	20MBT025	BtMSc505	BtMSc505	Plant and Animal Biotechnology	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/025	101	101I-	20MBT025	BtMSc507	BtMSc507	Microbiology	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/025	101	101I-	20MBT025	BtMSc509	BtMSc509	Genetics	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/025	101	101I-	20MBT025	MA415	MA415	Biostatistics	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/025	101	101I-	20MBT025	BtMSc511	BtMSc511	Basics of Chemistry and Physics	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/025	101	101I-	20MBT025	BtMSc513	BtMSc513	Biochemistry and Analytical Techniques	4		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/025	101	101I-	20MBT025	BtMSc515	BtMSc515	Microbiology Lab	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/025	101	101I-	20MBT025	BtMSc517	BtMSc517	Plant and Animal Biotechnology Lab	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/025	101	101I-	20MBT025	GP	GP	General Proficiency	0		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/026	101	101I-	20MBT026	BtMSc501	BtMSc501	Biochemistry	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/026	101	101I-	20MBT026	BtMSc503	BtMSc503	Cell and Molecular Biology	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/026	101	101I-	20MBT026	BtMSc505	BtMSc505	Plant and Animal Biotechnology	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/026	101	101I-	20MBT026	BtMSc507	BtMSc507	Microbiology	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/026	101	101I-	20MBT026	BtMSc509	BtMSc509	Genetics	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/026	101	101I-	20MBT026	MA415	MA415	Biostatistics	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/026	101	101I-	20MBT026	BtMSc511	BtMSc511	Basics of Chemistry and Physics	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/026	101	101I-	20MBT026	BtMSc513	BtMSc513	Biochemistry and Analytical Techniques	4		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/026	101	101I-	20MBT026	BtMSc515	BtMSc515	Microbiology Lab	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/026	101	101I-	20MBT026	BtMSc517	BtMSc517	Plant and Animal Biotechnology Lab	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/026	101	101I-	20MBT026	GP	GP	General Proficiency	0		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/027	101	101I-	20MBT027	BtMSc501	BtMSc501	Biochemistry	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/027	101	101I-	20MBT027	BtMSc503	BtMSc503	Cell and Molecular Biology	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/027	101	101I-	20MBT027	BtMSc505	BtMSc505	Plant and Animal Biotechnology	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/027	101	101I-	20MBT027	BtMSc507	BtMSc507	Microbiology	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/027	101	101I-	20MBT027	BtMSc509	BtMSc509	Genetics	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/027	101	101I-	20MBT027	MA415	MA415	Biostatistics	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/027	101	101I-	20MBT027	BtMSc511	BtMSc511	Basics of Chemistry and Physics	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/027	101	101I-	20MBT027	BtMSc513	BtMSc513	Biochemistry and Analytical Techniques	4		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/027	101	101I-	20MBT027	BtMSc515	BtMSc515	Microbiology Lab	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/027	101	101I-	20MBT027	BtMSc517	BtMSc517	Plant and Animal Biotechnology Lab	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/027	101	101I-	20MBT027	GP	GP	General Proficiency	0		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/028	101	101I-	20MBT028	BtMSc501	BtMSc501	Biochemistry	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/028	101	101I-	20MBT028	BtMSc503	BtMSc503	Cell and Molecular Biology	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/028	101	101I-	20MBT028	BtMSc505	BtMSc505	Plant and Animal Biotechnology	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/028	101	101I-	20MBT028	BtMSc507	BtMSc507	Microbiology	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/028	101	101I-	20MBT028	BtMSc509	BtMSc509	Genetics	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/028	101	101I-	20MBT028	MA415	MA415	Biostatistics	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/028	101	101I-	20MBT028	BtMSc511	BtMSc511	Basics of Chemistry and Physics	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/028	101	101I-	20MBT028	BtMSc513	BtMSc513	Biochemistry and Analytical Techniques	4		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/028	101	101I-	20MBT028	BtMSc515	BtMSc515	Microbiology Lab	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/028	101	101I-	20MBT028	BtMSc517	BtMSc517	Plant and Animal Biotechnology Lab	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
20/MBT/028	101	101I-	20MBT028	GP	GP	General Proficiency	0		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
19/MBT/046 (R)	101	101I-	19MBT046 (R)	BtMSc501	BtMSc501	Biochemistry	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
19/MBT/046 (R)	101	101I-	19MBT046 (R)	BtMSc503	BtMSc503	Cell and Molecular Biology	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
19/MBT/046 (R)	101	101I-	19MBT046 (R)	BtMSc505	BtMSc505	Plant and Animal Biotechnology	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
19/MBT/046 (R)	101	101I-	19MBT046 (R)	BtMSc507	BtMSc507	Microbiology	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
19/MBT/046 (R)	101	101I-	19MBT046 (R)	BtMSc509	BtMSc509	Genetics	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
19/MBT/046 (R)	101	101I-	19MBT046 (R)	MA415	MA415	Biostatistics	3		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
19/MBT/046 (R)	101	101I-	19MBT046 (R)	BtMSc511	BtMSc511	Basics of Chemistry and Physics	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
19/MBT/046 (R)	101	101I-	19MBT046 (R)	BtMSc513	BtMSc513	Biochemistry and Analytical Techniques	4		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
19/MBT/046 (R)	101	101I-	19MBT046 (R)	BtMSc515	BtMSc515	Microbiology Lab	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
19/MBT/046 (R)	101	101I-	19MBT046 (R)	BtMSc517	BtMSc517	Plant and Animal Biotechnology Lab	2		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
19/MBT/046 (R)	101	101I-	19MBT046 (R)	GP	GP	General Proficiency	0		I	-	2020-22	M.Sc. (Biotechnology)	SoBT
